id_parcelle classe_vraie classe_predite
6017688.0 1.0 8.0
6017690.0 0.0 8.0
6017692.0 0.0 8.0
6017694.0 3.0 3.0
6017696.0 3.0 3.0
6017698.0 2.0 3.0
6017699.0 1.0 8.0
6017703.0 3.0 3.0
6017707.0 1.0 8.0
6017709.0 1.0 3.0
6017711.0 1.0 8.0
6017712.0 1.0 3.0
6017713.0 1.0 3.0
6017714.0 8.0 3.0
6017715.0 8.0 8.0
6017716.0 1.0 8.0
6017717.0 3.0 3.0
6017718.0 3.0 3.0
6017719.0 1.0 3.0
6017720.0 3.0 3.0
6017725.0 2.0 8.0
6017726.0 3.0 8.0
6017727.0 8.0 8.0
6017728.0 8.0 8.0
6017729.0 8.0 8.0
6017730.0 8.0 8.0
6017732.0 8.0 8.0
6017733.0 8.0 8.0
6017734.0 8.0 8.0
6017735.0 3.0 3.0
6017736.0 8.0 8.0
6017737.0 3.0 8.0
6017738.0 8.0 8.0
6017739.0 8.0 8.0
6017740.0 8.0 8.0
6017741.0 3.0 3.0
6017742.0 3.0 3.0
6017743.0 3.0 8.0
6017744.0 8.0 8.0
6017745.0 8.0 8.0
6017746.0 8.0 8.0
6017747.0 8.0 8.0
6017748.0 8.0 8.0
6017749.0 8.0 8.0
6017750.0 8.0 8.0
6017751.0 8.0 8.0
6017753.0 8.0 3.0
6017754.0 2.0 3.0
6017755.0 0.0 8.0
6017756.0 8.0 8.0
6017758.0 1.0 8.0
6017761.0 1.0 3.0
6017762.0 1.0 8.0
6017763.0 1.0 8.0
6017764.0 3.0 3.0
6017765.0 3.0 3.0
6017766.0 3.0 3.0
6017767.0 3.0 3.0
6017768.0 3.0 3.0
6017769.0 3.0 3.0
6017771.0 3.0 3.0
6017772.0 1.0 8.0
6017775.0 3.0 3.0
6017776.0 3.0 3.0
6017778.0 1.0 3.0
6017779.0 1.0 8.0
6017784.0 1.0 8.0
6017785.0 1.0 8.0
6017786.0 3.0 3.0
6017787.0 3.0 3.0
6017788.0 3.0 3.0
6017789.0 3.0 3.0
6017791.0 1.0 8.0
6017792.0 0.0 3.0
6017796.0 7.0 8.0
6073108.0 8.0 3.0
6017797.0 7.0 8.0
6017799.0 1.0 8.0
6017800.0 7.0 8.0
6017801.0 7.0 8.0
6017802.0 0.0 8.0
6017803.0 2.0 3.0
6017805.0 3.0 8.0
6017806.0 3.0 3.0
6017811.0 1.0 8.0
6017812.0 7.0 3.0
6017813.0 7.0 8.0
6017814.0 7.0 8.0
6017816.0 7.0 8.0
6017817.0 7.0 8.0
6017818.0 7.0 8.0
6017819.0 7.0 8.0
6017822.0 8.0 8.0
6017823.0 3.0 3.0
6017824.0 8.0 8.0
6017825.0 3.0 3.0
6017827.0 0.0 8.0
6017830.0 3.0 3.0
6017831.0 7.0 3.0
6017832.0 3.0 8.0
6073594.0 7.0 8.0
6017834.0 7.0 8.0
6017835.0 7.0 3.0
6017838.0 1.0 8.0
6017849.0 8.0 3.0
6017853.0 8.0 8.0
6017854.0 8.0 3.0
6017857.0 1.0 3.0
6017858.0 7.0 3.0
6017859.0 3.0 3.0
6017860.0 8.0 8.0
6017861.0 8.0 3.0
6017947.0 8.0 8.0
6017862.0 8.0 8.0
6017863.0 8.0 8.0
6017864.0 7.0 8.0
6017865.0 7.0 3.0
6017866.0 7.0 8.0
6017867.0 3.0 3.0
6017868.0 7.0 3.0
6017869.0 7.0 8.0
6017870.0 7.0 3.0
6017871.0 7.0 8.0
6017872.0 8.0 8.0
6017873.0 8.0 8.0
6017874.0 3.0 3.0
6017876.0 3.0 3.0
6017878.0 3.0 3.0
6017879.0 8.0 3.0
6017880.0 0.0 8.0
6017881.0 8.0 8.0
6017883.0 3.0 8.0
6017885.0 3.0 3.0
6017886.0 3.0 3.0
6017965.0 3.0 3.0
6017887.0 0.0 8.0
6017888.0 3.0 3.0
6017889.0 3.0 3.0
6017890.0 3.0 3.0
6017891.0 0.0 8.0
6017892.0 3.0 3.0
6017893.0 3.0 3.0
6017894.0 3.0 3.0
6017895.0 0.0 8.0
6017897.0 7.0 8.0
6017899.0 7.0 8.0
6017997.0 7.0 8.0
6017900.0 3.0 3.0
6017903.0 8.0 3.0
6017904.0 1.0 3.0
6017905.0 3.0 3.0
6017906.0 1.0 3.0
6017909.0 3.0 3.0
6017912.0 3.0 3.0
6018498.0 8.0 8.0
6017913.0 3.0 3.0
6017914.0 8.0 8.0
6017915.0 3.0 3.0
6017917.0 3.0 3.0
6017919.0 3.0 3.0
6017920.0 3.0 3.0
6017922.0 3.0 8.0
6017923.0 7.0 8.0
6017924.0 3.0 8.0
6017925.0 3.0 3.0
6017926.0 8.0 8.0
6017927.0 1.0 8.0
6017928.0 7.0 8.0
6017929.0 3.0 3.0
6018499.0 8.0 8.0
6017932.0 8.0 8.0
6017933.0 8.0 3.0
6017935.0 1.0 3.0
6017938.0 8.0 8.0
6017939.0 8.0 3.0
6017940.0 8.0 8.0
6017941.0 1.0 8.0
6017942.0 1.0 3.0
6017944.0 1.0 8.0
6017945.0 8.0 8.0
6017948.0 8.0 8.0
6017949.0 3.0 8.0
6017950.0 1.0 8.0
6017953.0 1.0 8.0
6017954.0 8.0 3.0
6017955.0 1.0 3.0
6017958.0 3.0 3.0
6017961.0 7.0 8.0
6017962.0 8.0 3.0
6017963.0 1.0 8.0
6017964.0 8.0 8.0
6017966.0 8.0 8.0
6017967.0 1.0 8.0
6017968.0 1.0 8.0
6017969.0 1.0 3.0
6017970.0 8.0 8.0
6017971.0 8.0 8.0
6017972.0 1.0 8.0
6017973.0 2.0 3.0
6017975.0 8.0 8.0
6017976.0 8.0 8.0
6017977.0 8.0 8.0
6017979.0 2.0 3.0
6017980.0 2.0 3.0
6017981.0 3.0 3.0
6017998.0 3.0 8.0
6017984.0 3.0 3.0
6017985.0 3.0 3.0
6017987.0 1.0 8.0
6017988.0 7.0 8.0
6017991.0 7.0 8.0
6017992.0 7.0 8.0
6017993.0 0.0 8.0
6017995.0 7.0 8.0
6017999.0 7.0 8.0
6018002.0 7.0 3.0
6018005.0 3.0 8.0
6018006.0 0.0 3.0
6018008.0 3.0 3.0
6018009.0 7.0 8.0
6018014.0 0.0 8.0
6018070.0 0.0 8.0
6018016.0 3.0 3.0
6018018.0 1.0 3.0
6018019.0 1.0 8.0
6018020.0 8.0 8.0
6018023.0 1.0 3.0
6018027.0 3.0 3.0
6018028.0 3.0 3.0
6018030.0 3.0 3.0
6018031.0 7.0 8.0
6018032.0 7.0 8.0
6018033.0 1.0 8.0
6018034.0 1.0 8.0
6018036.0 1.0 8.0
6018037.0 1.0 3.0
6018038.0 1.0 8.0
6018039.0 1.0 8.0
6018041.0 7.0 8.0
6018042.0 8.0 8.0
6018500.0 7.0 3.0
6018050.0 3.0 3.0
6018052.0 7.0 3.0
6018054.0 7.0 8.0
6018055.0 1.0 1.0
6018165.0 2.0 8.0
6018056.0 1.0 3.0
6018057.0 3.0 8.0
6018058.0 0.0 8.0
6018059.0 8.0 8.0
6018060.0 1.0 8.0
6018062.0 1.0 3.0
6018064.0 1.0 8.0
6018065.0 3.0 3.0
6018066.0 1.0 8.0
6018067.0 3.0 3.0
6018068.0 3.0 3.0
6018242.0 3.0 3.0
6018071.0 0.0 8.0
6018074.0 0.0 8.0
6018075.0 3.0 3.0
6018076.0 3.0 3.0
6018077.0 3.0 3.0
6018078.0 3.0 3.0
6018081.0 3.0 3.0
6018083.0 0.0 8.0
6018084.0 0.0 8.0
6018085.0 8.0 8.0
6018086.0 3.0 3.0
6018089.0 3.0 3.0
6018090.0 3.0 3.0
6018091.0 5.0 8.0
6018093.0 3.0 3.0
6018094.0 0.0 8.0
6018095.0 1.0 8.0
6018096.0 1.0 8.0
6018097.0 3.0 3.0
6018098.0 3.0 8.0
6018099.0 3.0 8.0
6018101.0 8.0 8.0
6018102.0 7.0 8.0
6018103.0 3.0 3.0
6018104.0 3.0 3.0
6018105.0 3.0 3.0
6018106.0 3.0 3.0
6018107.0 3.0 3.0
6018109.0 3.0 8.0
6018110.0 1.0 8.0
6018112.0 7.0 8.0
6018114.0 7.0 8.0
6018115.0 7.0 8.0
6018118.0 8.0 8.0
6018119.0 8.0 8.0
6018120.0 8.0 8.0
6018121.0 8.0 8.0
6018122.0 8.0 8.0
6018123.0 3.0 3.0
6018124.0 7.0 8.0
6018126.0 7.0 8.0
6018128.0 8.0 8.0
6018129.0 8.0 8.0
6018130.0 7.0 8.0
6018134.0 7.0 3.0
6018135.0 7.0 8.0
6018136.0 7.0 8.0
6018137.0 2.0 8.0
6018138.0 7.0 3.0
6018139.0 1.0 8.0
6018164.0 2.0 8.0
6018284.0 1.0 8.0
6018140.0 7.0 8.0
6018141.0 8.0 8.0
6018142.0 8.0 8.0
6018143.0 1.0 3.0
6018144.0 1.0 3.0
6018145.0 1.0 8.0
6018146.0 8.0 3.0
6018149.0 3.0 8.0
6018150.0 0.0 8.0
6018151.0 1.0 8.0
6018154.0 0.0 8.0
6018155.0 1.0 3.0
6018156.0 0.0 3.0
6018158.0 2.0 8.0
6018159.0 1.0 3.0
6018160.0 8.0 8.0
6018162.0 8.0 3.0
6018163.0 1.0 8.0
6018285.0 3.0 3.0
6018166.0 3.0 3.0
6018170.0 1.0 8.0
6018174.0 2.0 8.0
6018175.0 2.0 8.0
6018176.0 8.0 8.0
6018178.0 3.0 8.0
6018179.0 3.0 3.0
6018181.0 3.0 8.0
6018182.0 3.0 3.0
6018183.0 8.0 8.0
6018185.0 8.0 8.0
6018186.0 0.0 8.0
6018189.0 3.0 3.0
6018191.0 3.0 3.0
6018193.0 3.0 3.0
6018196.0 1.0 8.0
6018197.0 3.0 3.0
6018198.0 1.0 8.0
6018199.0 8.0 3.0
6018204.0 3.0 3.0
6018205.0 0.0 3.0
6018206.0 7.0 8.0
6018207.0 3.0 3.0
6018209.0 1.0 8.0
6018210.0 2.0 8.0
6018211.0 2.0 3.0
6018212.0 7.0 8.0
6018213.0 3.0 3.0
6018214.0 3.0 8.0
6018215.0 3.0 3.0
6018216.0 8.0 3.0
6018219.0 8.0 8.0
6018221.0 8.0 8.0
6018222.0 3.0 3.0
6018223.0 1.0 3.0
6018224.0 1.0 8.0
6018229.0 3.0 3.0
6018230.0 3.0 3.0
6018233.0 3.0 3.0
6018234.0 3.0 3.0
6018235.0 3.0 3.0
6018240.0 3.0 3.0
6018241.0 3.0 3.0
6018243.0 3.0 3.0
6018244.0 1.0 8.0
6018246.0 3.0 3.0
6018252.0 1.0 3.0
6018254.0 3.0 3.0
6018255.0 3.0 3.0
6018257.0 8.0 8.0
6018258.0 8.0 3.0
6018259.0 8.0 8.0
6018260.0 8.0 8.0
6018261.0 3.0 8.0
6018262.0 1.0 8.0
6018263.0 7.0 8.0
6018309.0 7.0 8.0
6018266.0 0.0 8.0
6018267.0 0.0 8.0
6018268.0 0.0 8.0
6018269.0 1.0 8.0
6018270.0 7.0 8.0
6018271.0 7.0 8.0
6018274.0 8.0 8.0
6018275.0 1.0 8.0
6018276.0 7.0 8.0
6018277.0 0.0 3.0
6018279.0 0.0 8.0
6018280.0 0.0 8.0
6018281.0 0.0 3.0
6018282.0 1.0 8.0
6018286.0 1.0 3.0
6018287.0 8.0 8.0
6018288.0 3.0 3.0
6018289.0 7.0 3.0
6018291.0 3.0 3.0
6018292.0 3.0 3.0
6018293.0 3.0 3.0
6018294.0 3.0 3.0
6018295.0 3.0 8.0
6018296.0 7.0 3.0
6018310.0 7.0 8.0
6018297.0 7.0 3.0
6018298.0 7.0 3.0
6018299.0 3.0 3.0
6018300.0 3.0 8.0
6018302.0 7.0 8.0
6018303.0 8.0 8.0
6018305.0 8.0 8.0
6018306.0 1.0 3.0
6018307.0 7.0 3.0
6018308.0 7.0 8.0
6018311.0 7.0 8.0
6018312.0 7.0 8.0
6018313.0 7.0 3.0
6018314.0 7.0 3.0
6018315.0 7.0 8.0
6018316.0 7.0 8.0
6018317.0 7.0 8.0
6018318.0 7.0 8.0
6018319.0 7.0 8.0
6018321.0 8.0 8.0
6018323.0 7.0 8.0
6018324.0 7.0 8.0
6018325.0 1.0 3.0
6018326.0 0.0 8.0
6018327.0 1.0 8.0
6018328.0 0.0 3.0
6018329.0 7.0 8.0
6018332.0 1.0 8.0
6018366.0 1.0 8.0
6018333.0 8.0 8.0
6018334.0 8.0 8.0
6018335.0 7.0 8.0
6018336.0 3.0 3.0
6018337.0 8.0 8.0
6018338.0 7.0 3.0
6018339.0 7.0 8.0
6018340.0 7.0 8.0
6018341.0 7.0 3.0
6018342.0 7.0 3.0
6018343.0 7.0 8.0
6018344.0 7.0 8.0
6018345.0 7.0 8.0
6018346.0 7.0 8.0
6018348.0 3.0 3.0
6018350.0 1.0 3.0
6018387.0 7.0 8.0
6018351.0 7.0 8.0
6018352.0 7.0 8.0
6018353.0 8.0 8.0
6018354.0 7.0 8.0
6018355.0 7.0 8.0
6018356.0 7.0 8.0
6018357.0 3.0 3.0
6018358.0 8.0 8.0
6018359.0 3.0 3.0
6018361.0 1.0 8.0
6018363.0 3.0 3.0
6018364.0 8.0 3.0
6018367.0 3.0 3.0
6018368.0 1.0 3.0
6018369.0 3.0 8.0
6018371.0 7.0 8.0
6018373.0 7.0 8.0
6018374.0 3.0 8.0
6018375.0 7.0 8.0
6018380.0 3.0 3.0
6018381.0 3.0 3.0
6018382.0 7.0 8.0
6018383.0 7.0 3.0
6018385.0 1.0 3.0
6018386.0 0.0 3.0
6018388.0 3.0 3.0
6018390.0 3.0 3.0
6018391.0 1.0 3.0
6018395.0 1.0 3.0
6018396.0 8.0 3.0
6018397.0 1.0 8.0
6018398.0 1.0 8.0
6018399.0 1.0 3.0
6018400.0 1.0 8.0
6018401.0 8.0 8.0
6018402.0 0.0 8.0
6018501.0 7.0 8.0
6018403.0 1.0 8.0
6018405.0 3.0 3.0
6018406.0 3.0 3.0
6018407.0 7.0 8.0
6018408.0 8.0 8.0
6018409.0 8.0 8.0
6018410.0 7.0 8.0
6018411.0 3.0 3.0
6018412.0 3.0 3.0
6018413.0 8.0 8.0
6018414.0 7.0 8.0
6018415.0 0.0 8.0
6018416.0 0.0 8.0
6018417.0 0.0 8.0
6018466.0 7.0 8.0
6018419.0 3.0 3.0
6018420.0 7.0 8.0
6018422.0 3.0 3.0
6018423.0 8.0 3.0
6018425.0 7.0 8.0
6018426.0 8.0 8.0
6018427.0 3.0 3.0
6018428.0 8.0 8.0
6018429.0 8.0 8.0
6018432.0 0.0 8.0
6018433.0 8.0 8.0
6018434.0 0.0 3.0
6018435.0 8.0 8.0
6018436.0 8.0 8.0
6018437.0 8.0 8.0
6018440.0 7.0 8.0
6018441.0 7.0 8.0
6018443.0 0.0 8.0
6018445.0 8.0 8.0
6018446.0 8.0 8.0
6018447.0 8.0 8.0
6018448.0 7.0 8.0
6018449.0 3.0 3.0
6018450.0 1.0 8.0
6018451.0 1.0 8.0
6018452.0 2.0 3.0
6018529.0 1.0 8.0
6018453.0 1.0 3.0
6018454.0 1.0 8.0
6018455.0 0.0 3.0
6018456.0 7.0 8.0
6018457.0 8.0 8.0
6018458.0 8.0 8.0
6018460.0 8.0 3.0
6018463.0 7.0 8.0
6018464.0 7.0 8.0
6018465.0 7.0 3.0
6018468.0 7.0 8.0
6018469.0 8.0 8.0
6018471.0 7.0 8.0
6018473.0 7.0 8.0
6018474.0 8.0 3.0
6018475.0 8.0 8.0
6018476.0 8.0 8.0
6018477.0 8.0 8.0
6018478.0 1.0 8.0
6018479.0 8.0 8.0
6018481.0 0.0 8.0
6018482.0 0.0 8.0
6018484.0 8.0 8.0
6018485.0 7.0 8.0
6018486.0 7.0 8.0
6018487.0 7.0 8.0
6018488.0 7.0 8.0
6018489.0 7.0 8.0
6018490.0 7.0 3.0
6018491.0 1.0 3.0
6018492.0 3.0 3.0
6018496.0 7.0 3.0
6018497.0 3.0 3.0
6018502.0 3.0 8.0
6018505.0 3.0 8.0
6018507.0 1.0 8.0
6018509.0 8.0 8.0
6018510.0 3.0 3.0
6018511.0 1.0 8.0
6018512.0 7.0 8.0
6018513.0 7.0 8.0
6018514.0 7.0 8.0
6018515.0 8.0 8.0
6018516.0 8.0 8.0
6018518.0 3.0 3.0
6018519.0 3.0 3.0
6018521.0 7.0 8.0
6018522.0 1.0 8.0
6018523.0 3.0 8.0
6018524.0 3.0 3.0
6018527.0 1.0 8.0
6018530.0 1.0 8.0
6018532.0 3.0 3.0
6018534.0 0.0 3.0
6018535.0 7.0 3.0
6018536.0 3.0 3.0
6018537.0 7.0 3.0
6018538.0 1.0 8.0
6018540.0 7.0 8.0
6018542.0 3.0 8.0
6018543.0 3.0 3.0
6018545.0 1.0 3.0
6018546.0 1.0 3.0
6018547.0 1.0 8.0
6022688.0 1.0 3.0
6018552.0 1.0 8.0
6018553.0 1.0 8.0
6018557.0 3.0 3.0
6018559.0 3.0 3.0
6018562.0 3.0 3.0
6018564.0 3.0 3.0
6018565.0 3.0 3.0
6018566.0 7.0 8.0
6018567.0 3.0 3.0
6018568.0 3.0 3.0
6018583.0 1.0 3.0
6018569.0 7.0 3.0
6018570.0 1.0 3.0
6018571.0 7.0 8.0
6018572.0 1.0 8.0
6018573.0 3.0 3.0
6018574.0 3.0 3.0
6018577.0 3.0 3.0
6018578.0 7.0 3.0
6018579.0 7.0 8.0
6018580.0 3.0 3.0
6018581.0 1.0 3.0
6018587.0 8.0 8.0
6018589.0 8.0 8.0
6018591.0 8.0 8.0
6018592.0 8.0 8.0
6018594.0 8.0 8.0
6018595.0 8.0 8.0
6018596.0 7.0 8.0
6018598.0 8.0 8.0
6018599.0 7.0 3.0
6018600.0 1.0 8.0
6018601.0 8.0 8.0
6018602.0 8.0 8.0
6018603.0 8.0 3.0
6018605.0 8.0 8.0
6018606.0 0.0 8.0
6018607.0 8.0 8.0
6018608.0 8.0 8.0
6018609.0 8.0 8.0
6018610.0 3.0 3.0
6018611.0 0.0 3.0
6018612.0 7.0 8.0
6018613.0 8.0 8.0
6018664.0 3.0 8.0
6018614.0 7.0 8.0
6018615.0 7.0 8.0
6018616.0 7.0 8.0
6018617.0 8.0 8.0
6018618.0 8.0 3.0
6018619.0 8.0 8.0
6018621.0 8.0 8.0
6018622.0 8.0 8.0
6018623.0 8.0 8.0
6018624.0 1.0 3.0
6018625.0 3.0 8.0
6018626.0 8.0 8.0
6018627.0 0.0 8.0
6018628.0 3.0 3.0
6018629.0 8.0 8.0
6018630.0 8.0 8.0
6018631.0 7.0 8.0
6018632.0 3.0 3.0
6018633.0 3.0 3.0
6018634.0 3.0 3.0
6018635.0 7.0 8.0
6018636.0 3.0 8.0
6018638.0 5.0 8.0
6018639.0 5.0 3.0
6018641.0 3.0 3.0
6018642.0 7.0 8.0
6018643.0 3.0 3.0
6018644.0 8.0 8.0
6018645.0 0.0 8.0
6018647.0 3.0 3.0
6018649.0 0.0 8.0
6018650.0 3.0 3.0
6018651.0 8.0 8.0
6018652.0 8.0 8.0
6018653.0 7.0 8.0
6018654.0 3.0 3.0
6018655.0 1.0 3.0
6018659.0 7.0 8.0
6018660.0 1.0 3.0
6018661.0 1.0 3.0
6018662.0 3.0 8.0
6018663.0 1.0 8.0
6018666.0 3.0 3.0
6018667.0 8.0 8.0
6018668.0 7.0 8.0
6018669.0 7.0 8.0
6018670.0 8.0 8.0
6018671.0 3.0 3.0
6018675.0 3.0 3.0
6018676.0 2.0 3.0
6018678.0 8.0 8.0
6018680.0 8.0 3.0
6018681.0 2.0 3.0
6018682.0 3.0 3.0
6018684.0 2.0 8.0
6018685.0 1.0 8.0
6018686.0 3.0 3.0
